ISO3,Country,Region,Geographic_Zone,SurveyYear,Data_Source_ANC,Data_Source_TFR,Data_Source_Socioeconomic,Skilled_ANC_pct,No_ANC_pct,Skilled_Delivery_pct,Health_Facility_Delivery_pct,TFR,Adolescent_Fertility_Rate,General_Fertility_Rate,Care_Efficiency_Index,Risk_Zone,ANC_zscore,TFR_zscore,LISA_ANC,Quad_ANC,LISA_TFR,Quad_TFR,Moran_I_ANC,p_ANC,Moran_I_TFR,p_TFR,n_regions,N_Districts,Total_Population,Poverty_Incidence_mean_pct,Poverty_Intensity_mean_pct,Illiteracy_Rate_pct,Uninsurance_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Illiterate_Population,Uninsured_Population,Total_Population.1,Female_Pop_0_14,Male_Pop_0_14,Female_Pop_15_64,Male_Pop_15_64,Female_Pop_65plus,Male_Pop_65plus,ANC_z,TFR_z
GHA,Ghana,Greater Accra,Southern Belt,2014,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,98.1,1.9,95.4,95.2,2.8,30.0,103.0,35.036,Resilient,0.6735742564522521,-1.7446139439423511,-0.1779,HL,0.2748,LL,0.0394,0.134,0.1969,0.022,10.0,29.0,5445135.0,12.941379310344828,43.193103448275856,10.56,39.63,44.46,45.15,575253.0,2157640.0,5445135.0,820623.0,816969.0,1847164.0,1779901.0,102495.0,77983.0,0.6594912596042137,-1.750052470896187
GHA,Ghana,Greater Accra,Southern Belt,2016,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,96.3,3.7,,,3.3,47.0,121.0,29.182,Resilient,0.4394350942597808,-1.2660674834691958,0.3642,LL,0.5865,LL,0.1823,0.024,0.1143,0.026,10.0,29.0,5445135.0,12.941379310344828,43.193103448275856,10.56,39.63,44.46,45.15,575253.0,2157640.0,5445135.0,820623.0,816969.0,1847164.0,1779901.0,102495.0,77983.0,0.4243755387339377,-1.267916092630532
GHA,Ghana,Greater Accra,Southern Belt,2019,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,99.2,0.8,,,2.7,33.0,96.0,36.741,Resilient,0.8166593000143192,-1.840323236036982,0.0673,HH,0.8153,LL,-0.0823,0.354,0.2127,0.016,10.0,29.0,5445135.0,12.941379310344828,43.193103448275856,10.56,39.63,44.46,45.15,575253.0,2157640.0,5445135.0,820623.0,816969.0,1847164.0,1779901.0,102495.0,77983.0,0.8031730890249393,-1.846479746549318
GHA,Ghana,Greater Accra,Southern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,95.8,4.2,92.3,91.3,2.9,39.0,101.0,33.034,Resilient,0.3743964380952054,-1.6489046518477202,-1.1379,LH,1.0746,LL,-0.1067,0.496,0.5696,0.001,13.0,29.0,5445135.0,12.941379310344828,43.193103448275856,10.56,39.63,44.46,45.15,575253.0,2157640.0,5445135.0,820623.0,816969.0,1847164.0,1779901.0,102495.0,77983.0,0.359065616269972,-1.653625195243056
GHA,Ghana,North East,Northern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,95.6,4.3,83.4,82.6,6.6,121.0,223.0,14.485,Workhorse,0.3483809756293748,1.8923391556536289,,,,,-0.1067,0.496,0.5696,0.001,13.0,6.0,658946.0,48.28333333333333,45.38333333333333,50.82,24.55,65.37,87.53,334882.0,161761.0,658946.0,145161.0,151287.0,177309.0,161369.0,14327.0,9493.0,0.33294164728438536,1.9141840039227918
GHA,Ghana,Northern,Northern Belt,1988,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,53.7,43.8,14.4,,6.9,93.0,235.0,7.783,Critical,-5.101858410962047,2.1794670319375227,-0.847,LH,0.2026,HH,-0.0435,0.158,-0.0978,0.299,8.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,-5.140029855195937,2.2034658308821853
GHA,Ghana,Northern,Northern Belt,1993,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,73.2,25.4,17.5,16.3,6.0,115.0,203.0,12.2,Critical,-2.565350820543604,1.3180834030858428,0.4664,LL,0.4877,HH,0.2283,0.02,-0.0507,0.268,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,-2.592942879101276,1.3356203500040058
GHA,Ghana,Northern,Northern Belt,1998,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,74.8,18.9,16.5,15.6,5.4,81.0,181.0,13.852,Critical,-2.357227120816963,0.7438276505180568,0.7131,LL,0.2849,HH,0.363,0.008,0.1156,0.049,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,-2.3839511272165868,0.7570566960852201
GHA,Ghana,Northern,Northern Belt,2003,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,84.6,14.8,22.4,20.7,6.0,82.0,196.0,14.1,Critical,-1.082469459991285,1.3180834030858428,0.7774,LL,0.1213,HH,0.2579,0.016,0.1109,0.051,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,-1.1038766469228596,1.3356203500040058
GHA,Ghana,Northern,Northern Belt,2008,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,96.0,3.3,35.4,35.0,5.7,82.0,185.0,16.842,Workhorse,0.400411900561036,1.03095552680195,0.1636,HH,-0.1385,HL,0.1475,0.059,-0.0483,0.278,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,0.38518958525555863,1.046338523044613
GHA,Ghana,Northern,Northern Belt,2014,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,93.9,5.7,53.4,52.8,5.9,82.0,195.0,15.915,Workhorse,0.1272495446698198,1.222374110991212,-0.2592,LH,0.4118,HH,0.0394,0.134,0.1969,0.022,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,0.11088791090690353,1.2391930743508752
GHA,Ghana,Northern,Northern Belt,2016,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,99.1,0.9,,,5.9,82.0,191.0,16.797,Workhorse,0.803651568781403,1.222374110991212,0.0819,HH,-0.2014,HL,0.1823,0.024,0.1143,0.026,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,0.7901111045321452,1.2391930743508752
GHA,Ghana,Northern,Northern Belt,2019,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,94.1,3.6,,,5.2,92.0,176.0,18.096,Workhorse,0.1532650071356485,0.5524090663287945,-0.0288,LH,0.2636,HH,-0.0823,0.354,0.2127,0.016,10.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,0.1370118798924883,0.5642021447789578
GHA,Ghana,Northern,Northern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,96.7,3.0,80.7,79.6,5.4,81.0,181.0,17.907,Workhorse,0.4914660191914419,0.7438276505180568,0.0959,LL,1.474,HH,-0.1067,0.496,0.5696,0.001,13.0,16.0,2303508.0,43.4,44.4,46.58,35.25,55.26,82.56,1072919.0,812099.0,2303508.0,495403.0,516280.0,632600.0,592733.0,36972.0,29520.0,0.47662347670511096,0.7570566960852201
GHA,Ghana,Oti,Northern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,97.1,2.0,69.5,66.8,5.2,73.0,171.0,18.673,Workhorse,0.5434969441231012,0.5524090663287945,0.1048,LL,0.676,HH,-0.1067,0.496,0.5696,0.001,13.0,9.0,747248.0,38.16666666666666,41.82222222222222,40.78,47.71,41.87,72.18,304749.0,356519.0,747248.0,145760.0,154011.0,206188.0,209128.0,17908.0,14253.0,0.5288714146762824,0.5642021447789578
GHA,Ghana,Savannah,Northern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,95.9,4.1,73.1,71.0,5.8,116.0,196.0,16.534,Workhorse,0.3874041693281216,1.1266648188965804,-0.3571,LH,0.8429,HH,-0.1067,0.496,0.5696,0.001,13.0,7.0,653277.0,50.07142857142857,45.58571428571429,53.63,36.29,63.57,77.67,350337.0,237075.0,653277.0,135312.0,140907.0,178547.0,177086.0,11726.0,9699.0,0.37212760076276624,1.1427657986977435
GHA,Ghana,Upper East,Northern Belt,1993,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,85.1,14.2,18.2,16.2,5.7,,194.0,14.93,Critical,-1.0174308038267097,1.03095552680195,0.0531,LL,0.1952,HH,0.2283,0.02,-0.0507,0.268,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,-1.0385667244588939,1.046338523044613
GHA,Ghana,Upper East,Northern Belt,1998,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,78.0,10.5,19.1,18.2,4.4,42.0,145.0,17.727,Emerging,-1.94097972136368,-0.2132652704282537,0.2454,LL,-0.2501,LH,0.363,0.008,0.1156,0.049,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,-1.9659676234472059,-0.20721606044609023
GHA,Ghana,Upper East,Northern Belt,2003,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,85.3,14.4,28.6,26.0,4.7,83.0,155.0,18.149,Critical,-0.9914153413608788,0.0738626058556392,0.101,LL,0.0614,HH,0.2579,0.016,0.1109,0.051,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,-1.0124427554733073,0.08206576651330269
GHA,Ghana,Upper East,Northern Belt,2008,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,95.3,4.7,51.8,51.3,4.1,64.0,139.0,23.244,Resilient,0.3093577819306299,-0.5003931467121476,0.0219,HH,-0.0493,LH,0.1475,0.059,-0.0483,0.278,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,0.2937556938060063,-0.49649788740548395
GHA,Ghana,Upper East,Northern Belt,2014,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,98.7,1.3,89.3,89.0,4.9,71.0,157.0,20.143,Workhorse,0.7516206438497437,0.2652811900449015,0.0658,HH,0.3742,HH,0.0394,0.134,0.1969,0.022,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,0.7378631665609737,0.27492031781956494
GHA,Ghana,Upper East,Northern Belt,2016,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,99.3,0.7,,,4.2,57.0,135.0,23.643,Resilient,0.8296670312472335,-0.404683854617516,0.8877,HH,0.0,HH,0.1823,0.024,0.1143,0.026,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,0.8162350735177317,-0.4000706117523524
GHA,Ghana,Upper East,Northern Belt,2019,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,99.6,0.4,,,4.4,86.0,147.0,22.636,Resilient,0.8686902249459785,-0.2132652704282537,-0.1412,HL,0.3774,HH,-0.0823,0.354,0.2127,0.016,10.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,0.8554210269961108,-0.20721606044609023
GHA,Ghana,Upper East,Northern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,99.2,0.8,98.3,97.7,4.6,70.0,162.0,21.565,Resilient,0.8166593000143192,-0.0218466862389923,-0.5176,HL,0.6171,HH,-0.1067,0.496,0.5696,0.001,13.0,15.0,1301226.0,44.486666666666665,47.16,43.79,13.54,66.95,66.99,569773.0,176245.0,1301226.0,238364.0,250932.0,379659.0,350701.0,51940.0,29630.0,0.8031730890249393,-0.01436150913982885
GHA,Ghana,Upper West,Northern Belt,1993,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,74.6,25.4,22.1,22.1,5.2,,186.0,14.346,Critical,-2.3832425832827937,0.5524090663287945,0.2423,LL,0.0254,HH,0.2283,0.02,-0.0507,0.268,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,-2.4100750962021733,0.5642021447789578
GHA,Ghana,Upper West,Northern Belt,1998,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,70.6,27.5,24.2,24.7,5.9,74.0,194.0,11.966,Critical,-2.903551832599397,1.222374110991212,0.0749,LL,0.6618,HH,0.363,0.008,0.1156,0.049,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,-2.9325544759138986,1.2391930743508752
GHA,Ghana,Upper West,Northern Belt,2003,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,91.9,7.6,35.5,35.5,5.5,68.0,178.0,16.709,Critical,-0.1329050799884819,0.8395369426126875,0.0067,LL,0.3939,HH,0.2579,0.016,0.1109,0.051,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,-0.1503517789489592,0.8534839717383508
GHA,Ghana,Upper West,Northern Belt,2008,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,97.0,3.0,51.1,49.9,5.0,70.0,158.0,19.4,Workhorse,0.5304892128901868,0.3609904821395322,0.899,HH,0.1724,HH,0.1475,0.059,-0.0483,0.278,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,0.51580943018349,0.3713475934726956
GHA,Ghana,Upper West,Northern Belt,2014,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,98.7,1.3,69.8,69.9,5.2,70.0,167.0,18.981,Workhorse,0.7516206438497437,0.5524090663287945,0.0658,HH,0.5458,HH,0.0394,0.134,0.1969,0.022,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,0.7378631665609737,0.5642021447789578
GHA,Ghana,Upper West,Northern Belt,2016,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,96.7,3.3,,,4.3,42.0,139.0,22.488,Resilient,0.4914660191914419,-0.3089745625228853,-0.335,LH,0.0889,HH,0.1823,0.024,0.1143,0.026,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,0.47662347670511096,-0.30364333609922173
GHA,Ghana,Upper West,Northern Belt,2019,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,97.0,3.0,,,4.3,90.0,144.0,22.558,Resilient,0.5304892128901868,-0.3089745625228853,-0.0715,LH,0.3057,HH,-0.0823,0.354,0.2127,0.016,10.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,0.51580943018349,-0.30364333609922173
GHA,Ghana,Upper West,Northern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,98.4,0.7,91.7,92.8,4.5,57.0,150.0,21.867,Resilient,0.7125974501509988,-0.117555978333623,-0.0616,HL,0.3079,HH,-0.1067,0.496,0.5696,0.001,13.0,11.0,901502.0,39.37272727272728,45.76363636363636,45.15,16.11,61.67,66.79,407067.0,145238.0,901502.0,167147.0,174602.0,264115.0,247574.0,29923.0,18141.0,0.6986772130825947,-0.11078878479295953
GHA,Ghana,Volta,Southern Belt,1988,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,80.7,15.5,32.4,,7.2,141.0,237.0,11.208,Critical,-1.5897709780749725,2.466594908221416,-0.0734,LH,-0.6147,HL,-0.0435,0.158,-0.0978,0.299,8.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,-1.6132940421417907,2.492747657841578
GHA,Ghana,Volta,Southern Belt,1993,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,85.8,12.8,34.3,33.5,5.4,71.0,183.0,15.889,Critical,-0.9263766851963036,0.7438276505180568,0.0054,HH,-0.1893,HL,0.2283,0.02,-0.0507,0.268,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,-0.9471328330093416,0.7570566960852201
GHA,Ghana,Volta,Southern Belt,1998,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,82.8,16.6,33.8,32.6,4.3,80.0,147.0,19.256,Emerging,-1.316608622183756,-0.3089745625228853,-0.3213,LH,0.2143,LL,0.363,0.008,0.1156,0.049,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,-1.3389923677931357,-0.30364333609922173
GHA,Ghana,Volta,Southern Belt,2003,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,89.0,9.8,47.1,47.3,4.4,103.0,147.0,20.227,Emerging,-0.5101292857430203,-0.2132652704282537,-0.4128,LH,0.1917,LL,0.2579,0.016,0.1109,0.051,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,-0.5291493292399609,-0.20721606044609023
GHA,Ghana,Volta,Southern Belt,2008,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,93.2,6.8,55.0,55.0,3.8,79.0,130.0,24.526,Resilient,0.0361954260394138,-0.7875210229960407,0.4283,LL,0.2094,LL,0.1475,0.059,-0.0483,0.278,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,0.0194540194573512,-0.7857797143648769
GHA,Ghana,Volta,Southern Belt,2014,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,94.2,5.4,70.5,69.8,4.3,107.0,146.0,21.907,Resilient,0.1662727383685647,-0.3089745625228853,-0.1695,LH,0.1168,LL,0.0394,0.134,0.1969,0.022,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,0.15007386438528256,-0.30364333609922173
GHA,Ghana,Volta,Southern Belt,2016,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,95.0,5.0,,,4.2,68.0,145.0,22.619,Resilient,0.270334588231885,-0.404683854617516,0.5145,LL,-0.0,HL,0.1823,0.024,0.1143,0.026,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,0.2545697403276273,-0.4000706117523524
GHA,Ghana,Volta,Southern Belt,2019,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,94.6,5.4,,,4.1,90.0,141.0,23.073,Resilient,0.2183036633002239,-0.5003931467121476,-1.1031,LH,-0.172,HL,-0.0823,0.354,0.2127,0.016,10.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,0.202321802356454,-0.49649788740548395
GHA,Ghana,Volta,Southern Belt,2022,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,98.3,1.2,82.1,79.1,3.9,54.0,130.0,25.205,Resilient,0.6995897189180826,-0.6918117309014095,-0.0343,HL,0.1681,LL,-0.1067,0.496,0.5696,0.001,13.0,18.0,1659040.0,28.827777777777776,44.11666666666667,25.13,32.0,52.67,57.18,416834.0,530960.0,1659040.0,276939.0,285649.0,520791.0,463166.0,70625.0,41870.0,0.6856152285898004,-0.6893524387117458
GHA,Ghana,Western,Southern Belt,1988,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,92.0,4.5,41.9,,6.4,134.0,219.0,14.375,Critical,-0.1198973487555676,1.7009205714643674,0.2685,HH,0.015,LL,-0.0435,0.158,-0.0978,0.299,8.0,14.0,2060585.0,27.6,43.33571428571429,23.46,36.24,48.82,55.39,483403.0,746807.0,2060585.0,350454.0,359013.0,626071.0,654890.0,38833.0,31324.0,-0.1372897944561668,1.7213294526165304
GHA,Ghana,Western,Southern Belt,1993,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,87.1,11.1,39.3,35.9,5.4,150.0,189.0,16.13,Critical,-0.7572761791684077,0.7438276505180568,0.1513,HH,-0.2287,HL,0.2283,0.02,-0.0507,0.268,10.0,14.0,2060585.0,27.6,43.33571428571429,23.46,36.24,48.82,55.39,483403.0,746807.0,2060585.0,350454.0,359013.0,626071.0,654890.0,38833.0,31324.0,-0.7773270346030312,0.7570566960852201
GHA,Ghana,Western,Southern Belt,1998,Ghana DHS subnational — access-to-health-care_subnational_gha.csv,Ghana DHS subnational — fertility-rates_subnational_gha.csv,Ghana Population & Housing Census / GHS — Master Sheet.xlsx,90.0,8.9,41.7,40.8,4.3,87.0,152.0,20.93,Emerging,-0.3800519734138693,-0.3089745625228853,0.3596,HH,0.1271,LL,0.363,0.008,0.1156,0.049,10.0,14.0,2060585.0,27.6,43.33571428571429,23.46,36.24,48.82,55.39,483403.0,746807.0,2060585.0,350454.0,359013.0,626071.0,654890.0,38833.0,31324.0,-0.3985294843120295,-0.30364333609922173
